loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,end_date,loan_status
421,2975,Car,1484888.44,13.92,23-08-24,23-08-43,Active
422,4192,Personal,2569960.37,5.69,15-08-21,15-08-41,Closed
423,4750,Car,3184729.72,7.08,10-03-24,10-03-33,Default
424,1844,Personal,3055072.44,12.97,29-12-16,29-12-23,Closed
425,843,Education,3760490.47,12.45,26-01-22,26-01-41,Default
426,979,Personal,3272764.75,6.96,07-05-21,07-05-30,Active
427,498,Home,3966013.18,5.24,18-05-14,18-05-22,Active
428,3070,Personal,3732341.45,7.26,27-03-21,27-03-25,Active
429,4338,Personal,3290537.8,5.42,13-10-10,13-10-28,Default
430,1507,Home,4144048.41,8.15,19-05-23,19-05-27,Default
431,1901,Home,855010.45,13.55,12-11-22,12-11-40,Active
432,3469,Car,2503545.79,9.43,13-11-12,13-11-26,Active
433,1465,Education,3397122.86,11.13,15-02-21,15-02-28,Default
434,3519,Car,1849353.71,8.42,25-03-08,25-03-14,Active
435,2936,Education,3877901.81,13.24,16-11-09,16-11-13,Closed
436,4356,Home,3350968.1,10.64,02-04-19,02-04-28,Active
437,3522,Car,2525095.19,5.8,18-01-21,18-01-29,Default
438,922,Personal,965762.77,13.43,22-05-24,22-05-30,Default
439,45,Education,1620366.8,10.65,07-11-20,07-11-28,Default
440,3450,Personal,1259215.24,12.37,23-12-13,23-12-28,Closed
441,4903,Personal,3705622.52,8.74,22-08-17,22-08-24,Default
442,2294,Home,459000.15,10.53,05-11-18,05-11-32,Active
443,3449,Car,1291194.02,10.83,25-09-23,25-09-26,Default
444,2260,Education,4110552.04,10.45,02-03-24,02-03-39,Active
445,3175,Car,845578.81,9.44,27-03-24,27-03-42,Closed
446,1844,Car,1231368.86,7.54,24-07-18,24-07-37,Active
447,722,Education,2270206.94,13.37,21-09-23,21-09-36,Closed
448,986,Car,3226967.12,9.95,10-04-15,10-04-18,Default
449,4255,Personal,933323.03,9.78,06-04-13,06-04-21,Closed
450,2365,Car,941500.69,8.17,19-08-11,19-08-16,Default
451,4470,Home,1902640.09,6.63,31-08-23,31-08-38,Closed
452,4050,Education,3914043.09,9.74,07-07-18,07-07-21,Default
453,2068,Personal,730325.85,7.51,17-01-23,17-01-32,Active
454,696,Education,985700.73,7.35,18-05-13,18-05-24,Active
455,588,Car,1036123.33,11.41,06-06-23,06-06-41,Active
456,2262,Home,157307.81,8.02,13-06-17,13-06-32,Active
457,4003,Car,398016.52,5.3,22-07-14,22-07-27,Active
458,4817,Education,4285231.96,9.98,30-07-10,30-07-25,Active
459,397,Personal,2548485.54,11.13,10-12-19,10-12-31,Closed
460,361,Personal,986995.94,11.05,06-09-21,06-09-23,Closed
461,4059,Education,1036095.95,7.66,19-12-22,19-12-38,Default
462,2126,Personal,1036058.1,8.39,08-12-22,08-12-30,Active
463,345,Personal,549717.3,8.96,12-01-22,12-01-38,Active
464,4868,Car,1000557.42,6.93,14-07-22,14-07-38,Active
465,47,Personal,3183436.62,11.8,31-12-22,31-12-26,Default
466,3334,Home,1499180.45,5.96,04-08-22,04-08-30,Closed
467,2041,Education,3615138.97,12.61,17-02-24,17-02-36,Default
468,1689,Car,4547928.02,10.96,19-01-15,19-01-23,Closed
469,3806,Home,465122.66,8.25,12-11-24,12-11-25,Closed
470,391,Car,3967442.06,8.55,12-10-14,12-10-18,Default
471,2413,Personal,64302.21,10.3,23-08-22,23-08-38,Default
472,4327,Education,4710975.04,11.21,09-08-22,09-08-40,Closed
473,1258,Home,4604595,5.22,22-05-24,22-05-35,Default
474,3207,Personal,2325439.61,13.79,29-09-19,29-09-24,Active
475,4805,Car,634422.41,13.97,21-05-09,21-05-12,Closed
476,827,Personal,2907454.75,10.99,03-08-15,03-08-34,Default
477,575,Personal,69723.66,12.05,08-01-18,08-01-36,Closed
478,3940,Home,2609372.93,10.67,23-01-22,23-01-25,Default
479,946,Car,2786025.34,8.82,14-12-18,14-12-32,Active
480,4717,Car,4602107.14,7.83,16-06-21,16-06-25,Active
481,544,Personal,1788809.7,6.12,04-12-11,04-12-22,Active
482,1759,Home,3050597.11,9.62,11-07-22,11-07-33,Default
483,133,Car,3199599.7,11.75,15-06-22,15-06-30,Default
484,1938,Home,1239182.49,12.05,16-05-23,16-05-32,Default
485,3155,Home,4811565.4,9.28,07-08-23,07-08-25,Closed
486,1790,Personal,4423702.42,10.91,27-11-23,27-11-38,Default
487,4049,Car,3967810.58,10.89,03-12-24,03-12-33,Default
488,1418,Personal,3481429.77,9.46,11-07-20,11-07-40,Active
489,3075,Education,1994802.03,5.25,15-10-24,15-10-40,Active
490,1961,Personal,4104716.02,8.87,15-07-24,15-07-39,Active
491,4797,Home,264916.68,9.52,13-07-22,13-07-28,Active
492,1328,Education,1267294.36,10.17,02-02-24,02-02-35,Active
493,396,Education,4801724.63,6.79,01-09-10,01-09-26,Default
494,1936,Education,4077319.57,9.38,21-08-21,21-08-38,Active
495,3757,Education,4164465.54,11.6,27-08-18,27-08-20,Default
496,3478,Car,3971984.28,6.07,26-01-24,26-01-34,Default
497,2336,Education,1222115.45,11.94,21-02-19,21-02-28,Active
498,3211,Personal,3715979.21,8.19,22-02-19,22-02-20,Default
499,252,Personal,486325.73,11.51,24-08-22,24-08-35,Closed
500,3734,Home,1817681.91,13.52,27-06-07,27-06-14,Closed
501,2763,Car,1877876.71,12.52,18-01-16,18-01-20,Closed
502,3502,Personal,2916747.46,11.18,12-05-20,12-05-31,Active
503,4663,Home,1969626.19,5.96,07-11-17,07-11-26,Active
504,2364,Car,2103746.44,10.76,09-10-16,09-10-29,Active
505,1289,Car,3251277.23,7.83,31-05-19,31-05-31,Closed
506,3327,Car,427483.31,7.35,04-07-24,04-07-35,Default
507,4388,Education,1424108.51,11.02,24-01-12,24-01-18,Closed
508,66,Home,4491517.1,5.75,03-10-22,03-10-33,Closed
509,619,Personal,3473854.4,12.69,28-01-24,28-01-30,Closed
510,4309,Home,1996964.18,9,26-04-22,26-04-42,Closed
511,3059,Personal,4962569.77,10.35,24-07-21,24-07-35,Active
512,1414,Personal,1478201.44,11.8,21-12-23,21-12-31,Default
513,2668,Education,1204822.8,6.47,01-10-22,01-10-27,Active
514,2821,Car,535551.36,8.19,10-05-23,10-05-30,Active
515,1421,Car,3638380.14,9.31,30-08-13,30-08-24,Closed
516,4419,Home,2384995.66,10.88,19-02-19,19-02-27,Closed
517,4115,Education,4442828.74,11.25,26-08-22,26-08-36,Closed
518,1578,Education,1388977.31,8.57,13-06-14,13-06-26,Default
519,349,Education,1923547.57,7.19,24-11-22,24-11-29,Default
520,3117,Personal,1018872.26,11.71,14-05-16,14-05-36,Default
521,1151,Home,4506703.94,5.77,12-05-15,12-05-33,Active
522,88,Education,4134264.04,10.03,19-08-19,19-08-21,Closed
523,1700,Home,3523963.01,11.32,10-02-18,10-02-23,Default
524,838,Education,4170269.47,7.23,20-06-24,20-06-26,Default
525,1625,Personal,649350.43,6.83,27-04-23,27-04-32,Default
526,1979,Personal,1047641.79,10.49,26-04-21,26-04-37,Closed
527,1607,Car,3724776.28,5.78,28-02-20,28-02-23,Active
528,348,Home,4742517.06,5.1,19-02-24,19-02-43,Active
529,777,Car,2999485.63,11.28,24-08-22,24-08-26,Closed
530,888,Car,1623924.12,10.97,31-03-22,31-03-33,Default
531,1695,Car,1790584.93,11.21,21-10-24,21-10-33,Closed
532,2699,Home,927745.71,6.96,29-10-16,29-10-18,Active
533,2185,Car,2366679.64,7.84,25-12-23,25-12-27,Active
534,2369,Home,1229648.89,13.79,21-03-17,21-03-27,Active
535,1849,Education,4944746.07,6.9,07-11-21,07-11-22,Active
536,2229,Home,3478126.79,11.59,12-09-15,12-09-33,Active
537,2126,Home,3608259.88,9.71,11-07-18,11-07-34,Active
538,1600,Education,829241.69,10.75,12-03-17,12-03-29,Default
539,1664,Personal,4876639.21,5.84,07-09-12,07-09-32,Closed
540,3718,Car,310213.03,12.7,02-07-22,02-07-29,Active
541,1427,Home,1413610.17,6.14,18-05-17,18-05-19,Active
542,3466,Education,2115096.66,10.82,19-09-23,19-09-42,Active
543,3146,Home,3496248.5,7.01,02-08-08,02-08-11,Default
544,1202,Car,4296062.11,11.7,24-09-15,24-09-33,Active
545,1623,Personal,2680008.72,5.49,13-05-15,13-05-26,Closed
546,2048,Personal,835702.52,11.83,26-06-22,26-06-37,Active
547,2418,Education,3495009.52,13.48,05-06-20,05-06-39,Closed
548,4662,Education,484985.07,10.04,13-01-24,13-01-25,Default
549,4392,Home,1708697.73,13.77,30-07-23,30-07-33,Active
550,3995,Personal,3924760.25,6.45,04-09-22,04-09-29,Active
551,3622,Car,4784189.67,7.39,19-05-18,19-05-34,Default
552,3996,Car,4073215.53,9.07,22-02-24,22-02-42,Closed
553,2108,Car,4269730.48,6.57,11-06-19,11-06-30,Active
554,4667,Car,894852.89,7.5,06-11-17,06-11-29,Active
555,2468,Home,1761410.32,8.7,08-08-16,08-08-35,Closed
556,4533,Personal,2443905.75,5.4,17-03-24,17-03-39,Default
557,469,Car,1389561.8,9.1,13-04-15,13-04-33,Default
558,4564,Education,4845068.26,9.25,22-12-20,22-12-36,Active
559,631,Car,601862.83,10.54,13-10-23,13-10-33,Closed
560,3790,Education,3507308.14,7.3,23-01-20,23-01-40,Default
561,738,Education,2216110.01,11.48,19-08-18,19-08-30,Active
562,2211,Home,3522214.41,12.66,21-02-19,21-02-23,Default
563,4507,Education,2478543.49,6.82,02-03-21,02-03-23,Default
564,1447,Education,2430635.85,5.29,03-02-13,03-02-20,Default
565,2885,Personal,1853487.89,9.4,02-09-13,02-09-22,Default
566,1866,Car,2520579.36,11.62,30-07-19,30-07-28,Closed
567,1955,Personal,4419165.56,7.04,18-02-17,18-02-27,Active
568,711,Car,3680962.94,8.05,24-07-17,24-07-26,Closed
569,4418,Car,2775422.17,9.38,23-08-20,23-08-32,Active
570,730,Home,4844894.43,10.37,12-03-21,12-03-28,Default
571,1573,Home,1437293.32,8.63,20-05-24,20-05-32,Default
572,3964,Education,1859507.68,10.68,06-01-24,06-01-31,Active
573,1540,Personal,596241.5,5.68,20-10-22,20-10-42,Default
574,4680,Car,719022.27,7.98,07-05-24,07-05-42,Active
575,494,Personal,495404.82,8.38,16-10-20,16-10-29,Default
576,117,Car,2726739.4,9.65,07-02-24,07-02-41,Default
577,2896,Home,3586298.06,6.93,28-06-22,28-06-34,Closed
578,1077,Car,1123374.51,6.17,13-08-24,13-08-40,Active
579,2183,Personal,4770379.62,13.14,18-09-20,18-09-40,Default
580,609,Car,144408.92,7.3,13-08-12,13-08-16,Closed
581,2450,Home,4663740.35,8.4,18-04-23,18-04-28,Closed
582,645,Car,3646500.57,6.96,11-05-23,11-05-26,Active
583,1945,Personal,3307308.89,6.55,23-10-22,23-10-39,Active
584,3710,Personal,4023169.57,13.38,03-05-19,03-05-21,Active
585,1125,Car,870523.25,11.03,19-12-23,19-12-24,Closed
586,4847,Car,143873.18,8.69,28-07-17,28-07-20,Closed
587,4388,Car,2488441.96,7.81,07-10-22,07-10-27,Closed
588,1674,Home,4999277.6,12.38,18-12-17,18-12-28,Active
589,1348,Personal,2302585.34,13.23,04-03-23,04-03-39,Closed
590,3059,Education,3623435.52,8.28,06-11-16,06-11-36,Default
591,2068,Personal,4195864.35,11.21,09-12-23,09-12-24,Default
592,2069,Car,4739759.74,6.89,16-10-06,16-10-09,Default
593,4487,Home,4975496.91,13.88,27-09-21,27-09-31,Active
594,1226,Education,4030523.16,6.34,20-08-20,20-08-33,Active
595,3897,Car,3392024.18,8.21,13-08-19,13-08-33,Default
596,4133,Personal,1364589.76,7.18,31-12-21,31-12-26,Closed
597,831,Home,583379.12,13.47,27-03-18,27-03-38,Active
598,3178,Personal,3427274.45,6.7,14-09-24,14-09-42,Active
599,4025,Personal,4938340.2,6.28,07-10-21,07-10-34,Active
600,4063,Car,2923129.52,6.3,11-03-24,11-03-30,Active
601,953,Education,4016286.66,10.87,08-10-20,08-10-25,Default
602,715,Education,1253369.19,11.42,22-02-21,22-02-35,Active
603,873,Education,1330023.79,8.46,19-01-14,19-01-17,Closed
604,4108,Personal,2096277.63,5.31,25-10-23,25-10-37,Closed
605,820,Home,3174678.29,5.11,13-05-08,13-05-19,Closed
606,1400,Home,479534.5,6.34,21-11-22,21-11-26,Default
607,1608,Education,4122650.95,13.9,16-09-22,16-09-27,Closed
608,1973,Personal,2296346.68,9.26,02-05-24,02-05-31,Default
609,2883,Personal,3419656.41,10.18,29-12-24,29-12-36,Closed
610,3071,Personal,4120650.42,6.4,14-11-15,14-11-18,Closed
611,4004,Personal,740682.52,8.62,25-04-24,25-04-39,Default
612,4311,Personal,476691,9.48,16-01-23,16-01-42,Default
613,1545,Education,1617824.95,8.62,08-04-19,08-04-20,Closed
614,4718,Car,4130615.51,13.87,28-07-19,28-07-29,Default
615,1346,Car,2926952.49,11.43,07-01-18,07-01-30,Default
616,625,Car,4459228.82,10.31,31-08-24,31-08-36,Closed
617,3039,Car,4030798.75,9.13,07-05-22,07-05-38,Default
618,4743,Education,1249039.43,13.56,20-10-24,20-10-34,Active
619,4590,Personal,592042.07,8.55,22-11-22,22-11-29,Closed
620,1486,Car,4166254.87,9.76,07-02-24,07-02-30,Default
621,2468,Personal,744587.18,7.04,19-10-16,19-10-34,Active
622,1219,Education,4280675.21,5.89,07-05-24,07-05-38,Closed
623,4500,Home,2519900.77,7.32,26-10-21,26-10-28,Active
624,2409,Home,1973672.12,12.95,10-04-08,10-04-09,Active
625,2609,Car,2364401.92,10.09,23-09-23,23-09-37,Closed
626,304,Home,3517165.58,11.23,02-05-19,02-05-27,Closed
627,3876,Personal,4171146.24,13.52,02-12-14,02-12-24,Closed
628,1833,Education,3882542.79,9,24-01-23,24-01-43,Default
629,2444,Home,4966841.22,8.04,20-04-22,20-04-26,Active
630,2058,Car,989435.26,6.85,16-11-22,16-11-42,Default
631,1045,Home,4688627.34,6.5,08-04-10,08-04-30,Default
632,1764,Car,910094.68,6.83,25-01-11,25-01-12,Default
633,3193,Home,4798714.92,9.15,10-10-21,10-10-32,Default
634,3839,Car,593555.98,8.6,20-06-17,20-06-32,Default
635,3746,Education,2498005.22,5.03,09-08-23,09-08-39,Active
636,3493,Personal,3860839.39,13.62,01-11-12,01-11-16,Default
637,2650,Car,4005476.13,11.99,18-09-23,18-09-33,Closed
638,4468,Car,2568217.64,11.08,04-02-19,04-02-36,Default
639,664,Education,1619253.25,11.07,26-04-18,26-04-35,Active
640,3475,Home,3182364.18,10.35,11-10-24,11-10-26,Closed
641,4761,Education,1147623.18,11.36,08-10-24,08-10-44,Active
642,4701,Home,1172355.13,7.61,13-04-21,13-04-36,Closed
643,2178,Home,4961377.2,10.64,20-01-24,20-01-26,Active
644,3148,Home,2774491.04,6.05,07-11-17,07-11-24,Active
645,2035,Car,2053151.18,11.33,17-02-11,17-02-14,Active
646,2503,Home,4338811.66,13.37,21-02-24,21-02-42,Default
647,201,Education,4720748.1,10.01,06-10-07,06-10-09,Closed
648,2337,Car,4925725.18,12.8,22-07-20,22-07-38,Default
649,748,Personal,2490351.22,5.72,22-02-14,22-02-18,Active
650,3102,Education,3014295.28,10.66,06-08-24,06-08-41,Active
651,4921,Car,2792741.77,11.33,10-01-12,10-01-25,Active
652,2510,Education,3940055.94,9.26,31-10-24,31-10-27,Closed
653,2412,Personal,1265711.51,13.06,01-01-21,01-01-34,Closed
654,4839,Car,4706405.63,12.11,25-12-24,25-12-38,Active
655,2394,Education,2337429.89,13.4,22-08-12,22-08-20,Closed
656,4034,Personal,4797588.49,12.38,18-05-19,18-05-25,Active
657,1949,Home,1420951.48,10.98,14-09-17,14-09-36,Closed
658,4546,Home,2660959.77,7.73,06-10-23,06-10-42,Active
659,2852,Personal,4783017.35,7.46,03-02-20,03-02-31,Active
660,3086,Personal,3791199.52,10.75,18-12-20,18-12-27,Default
661,2432,Home,2277004.67,11.19,17-01-16,17-01-32,Active
662,3715,Education,2240756.18,11.29,04-07-23,04-07-36,Active
663,4331,Personal,2081752.56,8.24,16-08-17,16-08-28,Active
664,2557,Education,851172.24,13.7,02-07-23,02-07-37,Default
665,2340,Education,1521715.36,12.41,07-05-23,07-05-24,Active
666,23,Education,291601.72,9.79,29-09-21,29-09-33,Closed
667,2862,Personal,2525031.97,7.53,29-08-24,29-08-30,Closed
668,3662,Education,4604766.68,11.73,31-10-22,31-10-41,Closed
669,148,Education,3034620.59,7.96,13-04-14,13-04-31,Closed
670,4840,Home,969007.02,9.98,11-02-15,11-02-21,Default
671,4545,Car,1944431.06,9.39,13-08-24,13-08-27,Active
672,1463,Car,3132487.33,9.18,24-12-21,24-12-31,Closed
673,1553,Home,1007828.88,13.72,23-03-16,23-03-19,Closed
674,214,Education,1117170.44,10.3,18-03-22,18-03-29,Default
675,4650,Home,4373148.47,9.05,24-02-15,24-02-25,Closed
676,487,Car,3508726.86,8.43,15-05-17,15-05-26,Closed
677,1425,Education,4329511.38,10.2,27-03-20,27-03-38,Default
678,1436,Education,168519.25,9.82,15-03-16,15-03-19,Active
679,2916,Education,1561597.82,6.91,06-11-15,06-11-23,Closed
680,1821,Personal,3496040.76,12.76,22-01-21,22-01-29,Active
681,454,Car,3454175.94,12.71,13-07-19,13-07-35,Closed
682,3831,Education,1167963.33,9.01,04-12-10,04-12-17,Default
683,885,Car,3903553.31,10.18,31-08-11,31-08-23,Closed
684,2087,Personal,2883821.25,12.68,14-11-16,14-11-30,Default
685,4187,Home,2880247.74,7.58,08-05-12,08-05-24,Active
686,2751,Personal,2376918.31,6.84,06-10-23,06-10-28,Closed
687,839,Education,3421369.99,8.07,02-06-23,02-06-27,Closed
688,1796,Car,1064454.11,12.1,23-02-14,23-02-33,Default
689,2506,Education,3522829.54,13.49,27-01-24,27-01-43,Closed
690,3476,Education,3810400.8,5.89,10-03-21,10-03-29,Closed
691,996,Car,4864453.9,11.59,12-02-18,12-02-36,Default
692,3595,Car,1371002.85,10.83,03-11-23,03-11-26,Active
693,4648,Education,1683033.39,12.65,30-09-12,30-09-16,Default
694,4010,Education,4308741.27,13.85,01-02-24,01-02-43,Default
695,3573,Car,2994360.38,5.88,05-10-11,05-10-29,Default
696,4713,Personal,2703081.13,10.01,10-03-15,10-03-19,Closed
697,4508,Home,4638669.89,8.58,08-04-22,08-04-28,Closed
698,687,Home,1083180.98,11.9,08-11-21,08-11-41,Active
699,2976,Home,2025165.85,6.81,27-09-16,27-09-36,Closed
700,1986,Car,2727501.44,10.97,14-10-24,14-10-32,Closed
701,971,Car,4151245.03,5.69,10-09-19,10-09-37,Active
702,4877,Car,2314124.54,11.98,09-04-19,09-04-23,Default
703,1648,Education,1098521.51,13.41,31-03-15,31-03-30,Default
704,1925,Personal,409244.83,6.04,06-01-16,06-01-25,Active
705,4414,Personal,1816989.98,6.6,01-07-16,01-07-36,Active
706,4229,Car,2443869.98,6.19,14-11-14,14-11-17,Active
707,212,Personal,4519287.45,13.81,09-06-22,09-06-31,Active
708,4538,Education,4888077.32,10.72,08-03-24,08-03-35,Active
709,4512,Home,209019.79,8.52,30-05-24,30-05-32,Closed
710,732,Personal,1701589.69,13.17,26-12-17,26-12-35,Active
711,2851,Home,688418.49,11.24,05-09-24,05-09-29,Active
712,4476,Car,4702633.58,8.76,02-06-15,02-06-20,Closed
713,2355,Education,1506427.77,12.9,06-02-24,06-02-34,Closed
714,346,Personal,4557421.64,12.34,20-10-22,20-10-41,Default
715,1358,Car,1324373.89,6.91,19-11-22,19-11-26,Default
716,1816,Home,2053967.52,10.7,15-12-22,15-12-25,Default
717,2793,Education,526403.16,12.82,21-05-24,21-05-27,Active
718,3151,Car,2132039.39,10.9,09-12-21,09-12-23,Closed
719,1404,Education,1452842.13,6.04,12-11-20,12-11-38,Closed
720,3793,Education,2060822.55,13.87,28-12-24,28-12-32,Active
721,2518,Personal,3220498.33,7.63,02-02-18,02-02-28,Closed
722,1755,Home,523148.61,13.41,12-03-19,12-03-38,Closed
723,863,Home,3609530.75,7.46,11-11-22,11-11-31,Closed
724,4184,Education,3235849.86,12.43,14-12-22,14-12-30,Default
725,2339,Personal,4510134.35,13.68,05-02-14,05-02-17,Default
726,1652,Education,693360.77,6.45,22-02-21,22-02-23,Active
727,3283,Personal,1953724.06,13.48,01-01-23,01-01-43,Closed
728,3754,Education,3636353.31,9.37,27-01-21,27-01-30,Closed
729,3338,Personal,4251792.69,9.05,03-09-21,03-09-40,Default
730,4506,Car,233876.07,6.83,01-08-24,01-08-27,Closed
731,1656,Home,67671.09,10.5,27-01-23,27-01-24,Closed
732,1224,Home,2804489.72,10.28,23-12-19,23-12-23,Active
733,4575,Car,3282723.53,7.95,02-09-23,02-09-30,Active
734,255,Car,3188325.86,10.35,18-07-11,18-07-27,Active
735,3845,Education,1619681.24,13.1,30-03-17,30-03-26,Default
736,3545,Education,3360201.46,8.3,09-07-13,09-07-28,Active
737,3814,Home,2403554.55,12.9,19-03-24,19-03-25,Active
738,1186,Car,3796177.48,9.14,23-06-15,23-06-26,Closed
739,3640,Car,2118394.81,9.51,14-07-12,14-07-22,Default
740,2185,Car,1005243.75,6.92,09-02-20,09-02-21,Default
741,114,Education,2786614.17,12.27,04-09-20,04-09-26,Active
742,4768,Car,431153.23,9.82,12-02-08,12-02-20,Default
743,3497,Home,2373090.12,12.52,05-06-19,05-06-23,Active
744,1627,Car,4495929.86,11.05,01-01-24,01-01-38,Default
745,231,Personal,4348260.86,12.43,23-02-23,23-02-42,Closed
746,1986,Personal,1578900.82,5.28,17-11-21,17-11-27,Default
747,425,Personal,4603258.76,5.07,13-10-17,13-10-31,Default
748,2196,Education,1307284.59,8.03,03-01-24,03-01-30,Default
749,3072,Car,3307773.19,7.84,22-02-14,22-02-34,Default
750,1999,Education,2701580.69,10.73,09-01-19,09-01-34,Closed
751,899,Car,3734655.01,5.04,19-03-24,19-03-34,Active
752,3781,Personal,91523.04,10.02,08-12-22,08-12-27,Default
753,200,Education,453309.81,5.59,20-12-22,20-12-34,Active
754,2038,Car,3023742.9,5.27,31-07-16,31-07-35,Active
755,3388,Education,4220059.22,13.98,30-08-23,30-08-31,Closed
756,3160,Education,205030.77,10.58,07-02-13,07-02-27,Active
757,1702,Personal,1220071.51,12.06,10-06-16,10-06-32,Active
758,4311,Home,4287110.72,6.59,28-02-18,28-02-25,Default
759,1672,Home,2559922.48,9.4,21-10-22,21-10-33,Default
760,1931,Education,3869876.61,10.59,13-08-20,13-08-22,Closed
761,1958,Personal,1602672.13,8.45,02-09-23,02-09-24,Active
762,560,Home,2987505.9,6.95,06-10-22,06-10-24,Closed
763,3220,Car,2113400.17,8.76,23-07-16,23-07-34,Closed
764,4443,Home,4968265.64,13.58,09-04-24,09-04-33,Active
765,3083,Car,2122069.7,9.89,15-09-24,15-09-38,Active
766,3614,Home,4583173.31,13.24,20-12-17,20-12-25,Active
767,2507,Education,1424783.84,7.18,27-12-19,27-12-25,Default
768,3520,Education,1786379.64,13.64,16-05-22,16-05-30,Active
769,983,Personal,1410950.53,12.38,12-08-22,12-08-38,Default
770,4729,Home,2911233.62,10.49,30-04-07,30-04-13,Active
771,333,Education,711450.37,11.83,29-12-17,29-12-32,Active
772,2859,Home,1690811.58,11.81,19-12-23,19-12-28,Active
773,3620,Home,3582374.57,5.43,02-03-19,02-03-34,Closed
774,4873,Education,4507339.57,5.7,08-05-13,08-05-17,Active
775,2882,Car,3232842.09,5.31,16-12-24,16-12-31,Default
776,4786,Personal,4168878.91,13.96,22-04-17,22-04-22,Active
777,3344,Education,4554438.53,6.17,05-04-21,05-04-28,Active
778,2946,Personal,4978884.71,5.58,05-06-17,05-06-18,Closed
779,610,Home,788887.63,5.08,13-11-23,13-11-31,Default
780,4679,Education,1864861.74,13.32,09-11-20,09-11-38,Closed
781,1034,Home,3276380.65,9.15,19-11-22,19-11-25,Active
782,4872,Personal,3637979.4,13.87,20-09-23,20-09-43,Closed
783,948,Car,789758.74,8.62,04-05-18,04-05-26,Closed
784,4781,Education,2939283.58,7.77,02-03-17,02-03-29,Default
785,1836,Car,3227442.41,13.3,13-03-21,13-03-36,Active
786,399,Car,3929069.29,6.41,17-06-23,17-06-27,Closed
787,2243,Education,577530.28,10.78,05-03-19,05-03-34,Default
788,3947,Personal,1706667.06,6.05,15-09-08,15-09-24,Closed
789,3891,Car,2307575.49,6.94,12-02-23,12-02-25,Active
790,702,Personal,4538224.84,10.67,05-10-23,05-10-37,Active
791,322,Car,229700.86,13.6,01-08-18,01-08-32,Default
792,4212,Home,3105237.37,6.08,16-11-19,16-11-36,Default
793,2967,Personal,4026709.8,5.78,18-12-16,18-12-25,Closed
794,3173,Car,1806014.45,13.29,11-01-13,11-01-30,Active
795,3732,Car,4286329.44,9.3,11-07-16,11-07-26,Closed
796,3594,Car,1578306.84,6.8,17-07-23,17-07-25,Active
797,2841,Home,478173.38,6.04,05-09-19,05-09-21,Default
798,3871,Home,2292873.77,7.78,19-02-24,19-02-37,Default
799,2050,Education,3089626.49,6.55,08-09-16,08-09-28,Active
800,1693,Personal,3350088.76,7.35,01-11-09,01-11-15,Default
801,4704,Personal,2981613.36,5.52,16-01-13,16-01-25,Default
802,4759,Education,992109,8.07,08-04-22,08-04-39,Active
803,2074,Home,1091653.17,9.56,11-08-13,11-08-22,Active
804,1927,Home,1429041.02,5.77,13-08-09,13-08-29,Closed
805,2303,Home,2398149.5,6.39,05-10-18,05-10-29,Default
806,4711,Education,3436290.06,10.81,01-03-23,01-03-40,Closed
807,4559,Car,4380418.32,11.25,28-06-22,28-06-28,Default
808,186,Personal,3176626.5,10.31,27-07-17,27-07-29,Closed
809,1172,Home,2080900.85,11.9,28-08-24,28-08-36,Closed
810,561,Car,3684300.63,8,02-04-20,02-04-38,Default
811,86,Car,1327047.17,10.24,29-07-16,29-07-33,Active
812,1683,Car,2516138.86,10.35,18-01-18,18-01-27,Default
813,4908,Personal,294676.98,9.46,01-08-21,01-08-40,Closed
814,3283,Car,3740573.93,6.7,09-02-18,09-02-19,Active
815,2868,Personal,271787.86,5.26,20-08-10,20-08-24,Active
816,1697,Education,240974.49,11.8,12-07-24,12-07-27,Active
817,4241,Personal,751580.79,9.33,31-07-22,31-07-35,Default
818,658,Car,2490180.45,5.68,26-07-18,26-07-22,Active
819,662,Education,1437294.19,7.16,16-09-23,16-09-29,Active
820,2419,Education,3674586.34,11.01,11-09-24,11-09-41,Closed
821,4377,Education,433370.95,10.44,28-01-18,28-01-21,Active
822,633,Home,4257790.4,7.4,24-02-19,24-02-24,Closed
823,1742,Education,2687792.09,5.47,17-07-21,17-07-22,Active
824,1620,Home,1170926.8,9.71,12-01-17,12-01-26,Active
825,4274,Car,2092041.7,6.88,02-02-24,02-02-37,Active
826,2523,Personal,4764150.8,6.71,08-08-23,08-08-28,Closed
827,4474,Car,4336861.43,7.22,21-01-19,21-01-34,Active
828,995,Car,3854092.68,11.72,26-04-21,26-04-38,Default
829,1304,Home,162854.03,5.83,10-11-17,10-11-26,Default
830,445,Home,2516789.59,8.03,04-03-12,04-03-16,Active
831,2587,Home,835257.16,8.88,18-12-11,18-12-24,Closed
832,4923,Personal,4748864.23,6.05,16-10-20,16-10-34,Closed
833,1781,Car,3293826.93,7.75,29-08-23,29-08-36,Active
834,481,Car,3540898.5,10.28,28-12-21,28-12-27,Active
835,3042,Home,4201169.53,12.95,14-11-19,14-11-20,Active
836,4223,Home,457273.95,5.92,15-10-18,15-10-36,Active
837,3039,Home,1294302.39,11.46,14-10-17,14-10-28,Closed
838,3251,Education,150771.59,6.25,04-01-24,04-01-29,Closed
839,2684,Personal,1030782.55,13,27-09-20,27-09-34,Closed
840,200,Education,1982388.83,11.71,25-12-23,25-12-32,Active
841,1544,Car,2375670.93,12.11,26-06-23,26-06-40,Active
